13/04/2024_15:29:42;0;63.45054244995117;10.433915138244629
13/04/2024_15:29:42;1;63.449485778808594;10.430691719055176
13/04/2024_15:29:42;2;63.44969177246094;10.430939674377441
13/04/2024_15:29:42;3;63.44974899291992;10.430870056152344
13/04/2024_15:29:42;4;63.44987106323242;10.430891036987305
13/04/2024_15:29:42;5;63.44996643066406;10.4312162399292
13/04/2024_15:29:42;6;63.450042724609375;10.431204795837402
13/04/2024_15:29:42;7;63.45011901855469;10.430971145629883
13/04/2024_15:29:42;8;63.45024108886719;10.430952072143555
13/04/2024_15:29:42;9;63.4503173828125;10.431221008300781
13/04/2024_15:29:42;10;63.450408935546875;10.431206703186035
13/04/2024_15:29:42;11;63.450439453125;10.431964874267578
13/04/2024_15:29:42;12;63.45048904418945;10.432037353515625
13/04/2024_15:29:42;13;63.45052719116211;10.432230949401855
13/04/2024_15:29:42;14;63.45054244995117;10.432511329650879
13/04/2024_15:29:42;15;63.45077133178711;10.432494163513184
13/04/2024_15:29:42;16;63.45079803466797;10.433253288269043
13/04/2024_15:29:42;17;63.45054626464844;10.4338960647583
