30/04/2024_13:19:00;63.4346616;10.4099318
30/04/2024_13:19:03;63.4346656;10.4097539
30/04/2024_13:19:07;63.4346675;10.4095817
30/04/2024_13:19:10;63.4346642;10.4094151
30/04/2024_13:19:13;63.4346765;10.4092597
30/04/2024_13:19:16;63.4347178;10.4091135
30/04/2024_13:19:19;63.4347598;10.4089678
30/04/2024_13:19:23;63.4348016;10.4088201
30/04/2024_13:19:26;63.4348428;10.4086722
30/04/2024_13:19:29;63.4348804;10.4085341
30/04/2024_13:19:32;63.4348913;10.4083613
30/04/2024_13:19:35;63.4348853;10.4081875
30/04/2024_13:19:39;63.434879;10.4080124
30/04/2024_13:19:42;63.434873;10.407838
30/04/2024_13:19:45;63.4348679;10.4076772
30/04/2024_13:19:48;63.4348624;10.4075017
30/04/2024_13:19:51;63.434857;10.4073279
30/04/2024_13:19:55;63.4348516;10.4071524
30/04/2024_13:19:58;63.4348461;10.4069786
30/04/2024_13:20:01;63.4348411;10.4068174
30/04/2024_13:20:04;63.4348357;10.406643
30/04/2024_13:20:07;63.4348302;10.4064691
30/04/2024_13:20:10;63.4348257;10.4063084
30/04/2024_13:20:14;63.4348473;10.4061414
30/04/2024_13:20:17;63.4348826;10.4059855
30/04/2024_13:20:20;63.4349152;10.405842
30/04/2024_13:20:23;63.4349504;10.405686
30/04/2024_13:20:26;63.4349851;10.4055308
30/04/2024_13:20:29;63.4350172;10.4053869
30/04/2024_13:20:33;63.4350477;10.4052268
30/04/2024_13:20:36;63.4350517;10.4050669
30/04/2024_13:20:39;63.4350705;10.4048734
30/04/2024_13:20:43;63.4351001;10.4047115
30/04/2024_13:20:46;63.4351372;10.4045434
30/04/2024_13:20:49;63.4351739;10.4043906
30/04/2024_13:20:53;63.435211;10.4042366
30/04/2024_13:20:56;63.4352507;10.4040721
30/04/2024_13:21:00;63.4352817;10.403899
30/04/2024_13:21:03;63.4352933;10.4037275
30/04/2024_13:21:06;63.4352936;10.403554
30/04/2024_13:21:09;63.435289;10.4033937
30/04/2024_13:21:12;63.4352839;10.4032212
30/04/2024_13:21:16;63.4352782;10.4030342
30/04/2024_13:21:19;63.4352733;10.4028743
30/04/2024_13:21:22;63.4352678;10.4027
30/04/2024_13:21:25;63.4352622;10.4025274
30/04/2024_13:21:28;63.4352575;10.4023669
30/04/2024_13:21:32;63.4352567;10.4021799
