15/04/2024_16:11:42;63.4322722;8.9210304
15/04/2024_16:11:45;63.432318;8.921142
15/04/2024_16:11:50;63.4323754;8.9213839
15/04/2024_16:11:54;63.4323982;8.9216703
15/04/2024_16:11:58;63.43241;8.9219169
15/04/2024_16:12:03;63.4324237;8.9221807
15/04/2024_16:12:07;63.432438;8.922444
15/04/2024_16:12:11;63.4324515;8.9226925
15/04/2024_16:12:15;63.4324658;8.9229537
15/04/2024_16:12:19;63.4324326;8.9230237
15/04/2024_16:12:23;63.4323791;8.9231491
15/04/2024_16:12:27;63.4323306;8.923381
15/04/2024_16:12:31;63.4323192;8.9235957
15/04/2024_16:12:35;63.4323313;8.9238422
15/04/2024_16:12:39;63.4323429;8.9240906
15/04/2024_16:12:43;63.4323535;8.9243395
15/04/2024_16:12:47;63.4323638;8.9245899
15/04/2024_16:12:51;63.4323741;8.924839
15/04/2024_16:12:55;63.4323851;8.9251028
15/04/2024_16:12:59;63.432396;8.9253679
15/04/2024_16:13:03;63.4324071;8.9256316
15/04/2024_16:13:07;63.4324178;8.9258805
15/04/2024_16:13:12;63.4324292;8.9261453
15/04/2024_16:13:16;63.4324406;8.926409
15/04/2024_16:13:20;63.4324514;8.9266579
15/04/2024_16:13:24;63.4324628;8.9269228
15/04/2024_16:13:28;63.4324742;8.9271863
15/04/2024_16:13:33;63.4324854;8.9274501
15/04/2024_16:13:37;63.4324966;8.9277148
15/04/2024_16:13:41;63.432507;8.9279637
15/04/2024_16:13:45;63.4325181;8.9282275
15/04/2024_16:13:49;63.4325286;8.9284776
15/04/2024_16:13:53;63.4325397;8.9287413
15/04/2024_16:13:58;63.4325508;8.929005
15/04/2024_16:14:02;63.4325615;8.9292549
15/04/2024_16:14:06;63.4325709;8.9294835
15/04/2024_16:14:09;63.4325462;8.9295132
15/04/2024_16:14:13;63.4325175;8.929623
15/04/2024_16:14:17;63.4325254;8.9298974
15/04/2024_16:14:21;63.432522;8.9301455
15/04/2024_16:14:26;63.4324357;8.9303476
15/04/2024_16:14:30;63.43234;8.9305024
15/04/2024_16:14:34;63.4322292;8.9305293
15/04/2024_16:14:38;63.4321486;8.9305547
15/04/2024_16:14:41;63.4321093;8.9307106
15/04/2024_16:14:46;63.4320098;8.9308306
15/04/2024_16:14:50;63.4320003;8.9311016
15/04/2024_16:14:54;63.4320125;8.9313468
15/04/2024_16:14:58;63.4320233;8.9315949
15/04/2024_16:15:02;63.4320334;8.9318438
15/04/2024_16:15:06;63.4320434;8.9320925
15/04/2024_16:15:11;63.4320542;8.9323563
15/04/2024_16:15:15;63.4320647;8.9326063
15/04/2024_16:15:19;63.4320761;8.9328699
15/04/2024_16:15:23;63.4320874;8.9331334
15/04/2024_16:15:27;63.4320983;8.9333835
15/04/2024_16:15:31;63.432109;8.9336322
15/04/2024_16:15:35;63.4321205;8.9338959
15/04/2024_16:15:39;63.4321312;8.9341446
15/04/2024_16:15:44;63.4321424;8.9344096
15/04/2024_16:15:48;63.4321529;8.9346584
15/04/2024_16:15:52;63.432164;8.9349221
15/04/2024_16:15:56;63.4321744;8.935171
15/04/2024_16:16:01;63.4322261;8.9354323
15/04/2024_16:16:05;63.4322975;8.9355718
15/04/2024_16:16:09;63.4323041;8.9355841
15/04/2024_16:16:14;63.4323054;8.9355867
15/04/2024_16:16:18;63.4323056;8.935587
15/04/2024_16:16:22;63.4323057;8.935587
15/04/2024_16:16:26;63.4323057;8.935587
15/04/2024_16:16:30;63.4323057;8.935587
15/04/2024_16:16:35;63.4323057;8.935587
15/04/2024_16:16:39;63.4323057;8.935587
15/04/2024_16:16:43;63.4323058;8.935587
15/04/2024_16:16:47;63.4323058;8.935587
15/04/2024_16:16:52;63.4323058;8.9355868
15/04/2024_16:16:56;63.4323058;8.9355868
15/04/2024_16:17:00;63.4323058;8.9355868
15/04/2024_16:17:04;63.4323059;8.9355868
15/04/2024_16:17:08;63.4323059;8.9355867
15/04/2024_16:17:12;63.4323059;8.9355867
15/04/2024_16:17:16;63.4323058;8.9355866
