06/05/2024_12:23:05;0;63.4349563;10.5722151
06/05/2024_12:23:05;1;63.4361686706543;10.572469711303711
06/05/2024_12:23:05;2;63.43498229980469;10.572254180908203
06/05/2024_12:23:05;3;63.435020446777344;10.572126388549805
06/05/2024_12:23:05;4;63.4355583190918;10.571200370788574
06/05/2024_12:23:05;5;63.4355583190918;10.570818901062012
06/05/2024_12:23:05;6;63.43559265136719;10.570794105529785
06/05/2024_12:23:05;7;63.435585021972656;10.570633888244629
06/05/2024_12:23:05;8;63.435630798339844;10.570627212524414
06/05/2024_12:23:05;9;63.435630798339844;10.570507049560547
06/05/2024_12:23:05;10;63.435691833496094;10.570416450500488
06/05/2024_12:23:05;11;63.435691833496094;10.570296287536621
06/05/2024_12:23:05;12;63.43574523925781;10.570287704467773
06/05/2024_12:23:05;13;63.43574523925781;10.570228576660156
06/05/2024_12:23:05;14;63.43597412109375;10.570172309875488
06/05/2024_12:23:05;15;63.435970306396484;10.56991195678711
06/05/2024_12:23:05;16;63.436031341552734;10.5698823928833
06/05/2024_12:23:05;17;63.436038970947266;10.569781303405762
06/05/2024_12:23:05;18;63.43634033203125;10.569733619689941
06/05/2024_12:23:05;19;63.436405181884766;10.57185173034668
06/05/2024_12:23:05;20;63.43617248535156;10.572450637817383
