08/05/2024_14:57:43;63.4197031;10.3836069
08/05/2024_14:57:46;63.4197713;10.383523
08/05/2024_14:57:49;63.4198383;10.3834362
08/05/2024_14:57:53;63.4199007;10.3833375
08/05/2024_14:57:56;63.4199663;10.3832253
08/05/2024_14:57:59;63.4200276;10.3831194
08/05/2024_14:58:03;63.4200939;10.383005
08/05/2024_14:58:06;63.4201554;10.3828995
08/05/2024_14:58:09;63.4202178;10.3827933
08/05/2024_14:58:13;63.4202843;10.3826801
08/05/2024_14:58:16;63.4203468;10.3825741
08/05/2024_14:58:19;63.4204094;10.3824679
08/05/2024_14:58:23;63.420476;10.3823547
08/05/2024_14:58:26;63.4205387;10.3822483
08/05/2024_14:58:30;63.4206058;10.3821343
08/05/2024_14:58:33;63.4206679;10.3820289
08/05/2024_14:58:36;63.4207258;10.3819303
08/05/2024_14:58:39;63.4207924;10.3818168
08/05/2024_14:58:43;63.4208599;10.3817015
08/05/2024_14:58:46;63.4209276;10.3815888
08/05/2024_14:58:50;63.4209942;10.3814981
08/05/2024_14:58:53;63.421062;10.3814087
08/05/2024_14:58:56;63.4211342;10.381314
08/05/2024_14:59:00;63.4212021;10.381225
08/05/2024_14:59:03;63.4212749;10.3811295
08/05/2024_14:59:06;63.4213421;10.3810414
08/05/2024_14:59:10;63.4214154;10.3809452
08/05/2024_14:59:13;63.4214826;10.3808568
08/05/2024_14:59:16;63.4215501;10.3807679
08/05/2024_14:59:20;63.4216227;10.3806724
08/05/2024_14:59:23;63.4216897;10.3805842
08/05/2024_14:59:26;63.4217574;10.3804952
08/05/2024_14:59:30;63.4218295;10.3804006
08/05/2024_14:59:33;63.4219019;10.3803056
08/05/2024_14:59:36;63.4219646;10.3802241
08/05/2024_14:59:40;63.4220321;10.3801383
08/05/2024_14:59:43;63.4221001;10.380052
08/05/2024_14:59:46;63.4221675;10.3799664
08/05/2024_14:59:49;63.4222355;10.37988
08/05/2024_14:59:53;63.4223079;10.379788
08/05/2024_14:59:56;63.4223757;10.3797019
08/05/2024_14:59:59;63.4224436;10.3796153
08/05/2024_15:00:03;63.4225109;10.3795295
08/05/2024_15:00:06;63.4225787;10.3794429
08/05/2024_15:00:09;63.422651;10.3793506
