30/04/2024_12:30:31;63.4350398;10.3928813
30/04/2024_12:30:34;63.4350358;10.3927096
30/04/2024_12:30:37;63.4350307;10.3925548
30/04/2024_12:30:40;63.4350164;10.3924045
30/04/2024_12:30:44;63.4349674;10.3922761
30/04/2024_12:30:47;63.4349182;10.3921617
30/04/2024_12:30:50;63.4348557;10.3920448
30/04/2024_12:30:54;63.4347763;10.3919937
30/04/2024_12:30:57;63.4347023;10.3919878
30/04/2024_12:31:01;63.4346195;10.3919225
30/04/2024_12:31:04;63.4345738;10.3917812
30/04/2024_12:31:07;63.4345355;10.3916598
30/04/2024_12:31:11;63.4344886;10.3916308
30/04/2024_12:31:15;63.4344384;10.3914989
30/04/2024_12:31:18;63.4343941;10.3913693
30/04/2024_12:31:21;63.4343478;10.3912337
30/04/2024_12:31:24;63.4343007;10.3910982
30/04/2024_12:31:28;63.4342527;10.3909613
30/04/2024_12:31:31;63.4342049;10.3908251
30/04/2024_12:31:34;63.4341526;10.3906764
30/04/2024_12:31:38;63.4341046;10.3905396
30/04/2024_12:31:42;63.43407;10.3903622
30/04/2024_12:31:45;63.434029;10.3901998
30/04/2024_12:31:49;63.4339761;10.3900683
30/04/2024_12:31:52;63.4339283;10.3899475
30/04/2024_12:31:55;63.433879;10.3897948
30/04/2024_12:31:58;63.4338347;10.3896518
30/04/2024_12:32:01;63.4337935;10.3895179
30/04/2024_12:32:05;63.4337492;10.3893743
30/04/2024_12:32:08;63.4337047;10.3892299
30/04/2024_12:32:11;63.4336604;10.389086
30/04/2024_12:32:14;63.4336161;10.3889425
30/04/2024_12:32:17;63.4335743;10.388809
30/04/2024_12:32:21;63.4335156;10.3886566
30/04/2024_12:32:24;63.433467;10.3885368
30/04/2024_12:32:27;63.4334148;10.3884082
30/04/2024_12:32:31;63.433364;10.3882831
30/04/2024_12:32:34;63.4333601;10.3882737
30/04/2024_12:32:37;63.4333582;10.388269
