07/05/2024_12:35:10;0;63.3745096;10.0677783
07/05/2024_12:35:10;1;63.37574005126953;10.06519889831543
07/05/2024_12:35:10;2;63.37479782104492;10.067670822143555
07/05/2024_12:35:10;3;63.374881744384766;10.067456245422363
07/05/2024_12:35:10;4;63.37488555908203;10.067294120788574
07/05/2024_12:35:10;5;63.3747673034668;10.067234992980957
07/05/2024_12:35:10;6;63.37474060058594;10.066577911376953
07/05/2024_12:35:10;7;63.37479019165039;10.066389083862305
07/05/2024_12:35:10;8;63.374969482421875;10.066217422485352
07/05/2024_12:35:10;9;63.375423431396484;10.066039085388184
07/05/2024_12:35:10;10;63.3757438659668;10.06518268585205
