07/05/2024_10:45:41;0;63.3514945;10.1036826
07/05/2024_10:45:41;1;63.372222900390625;10.066996574401855
07/05/2024_10:45:41;2;63.35788345336914;10.103708267211914
07/05/2024_10:45:41;3;63.357913970947266;10.103262901306152
07/05/2024_10:45:41;4;63.35801696777344;10.103164672851562
07/05/2024_10:45:41;5;63.358055114746094;10.103078842163086
07/05/2024_10:45:41;6;63.35804748535156;10.102959632873535
07/05/2024_10:45:41;7;63.35818862915039;10.10263442993164
07/05/2024_10:45:41;8;63.3583869934082;10.102380752563477
07/05/2024_10:45:41;9;63.35841369628906;10.102275848388672
07/05/2024_10:45:41;10;63.35868835449219;10.102209091186523
07/05/2024_10:45:41;11;63.37024688720703;10.07218074798584
07/05/2024_10:45:41;12;63.37022018432617;10.071203231811523
07/05/2024_10:45:41;13;63.370338439941406;10.070882797241211
07/05/2024_10:45:41;14;63.37047576904297;10.070798873901367
07/05/2024_10:45:41;15;63.37047576904297;10.070517539978027
07/05/2024_10:45:41;16;63.370567321777344;10.070322036743164
07/05/2024_10:45:41;17;63.37058639526367;10.070178031921387
07/05/2024_10:45:41;18;63.37065505981445;10.070085525512695
07/05/2024_10:45:41;19;63.37079620361328;10.070040702819824
07/05/2024_10:45:41;20;63.37083053588867;10.06989574432373
07/05/2024_10:45:41;21;63.37118148803711;10.069694519042969
07/05/2024_10:45:41;22;63.37129211425781;10.06945514678955
07/05/2024_10:45:41;23;63.37128448486328;10.069196701049805
07/05/2024_10:45:41;24;63.37138748168945;10.068818092346191
07/05/2024_10:45:41;25;63.371437072753906;10.068709373474121
07/05/2024_10:45:41;26;63.37158966064453;10.068683624267578
07/05/2024_10:45:41;27;63.372230529785156;10.066988945007324
