12/04/2024_17:40:59;0;6.345054626464844e-06;1.043368148803711e-06
12/04/2024_17:40:59;1;6.344963455200196e-06;1.0430885314941406e-06
12/04/2024_17:40:59;2;6.344969177246094e-06;1.0430935859680176e-06
12/04/2024_17:40:59;3;6.344974136352539e-06;1.0430867195129395e-06
12/04/2024_17:40:59;4;6.344987106323242e-06;1.0430887222290038e-06
12/04/2024_17:40:59;5;6.344995880126953e-06;1.0431214332580566e-06
12/04/2024_17:40:59;6;6.345005035400391e-06;1.043120002746582e-06
12/04/2024_17:40:59;7;6.34500617980957e-06;1.0431077003479004e-06
12/04/2024_17:40:59;8;6.345012664794922e-06;1.0430967330932616e-06
12/04/2024_17:40:59;9;6.345022964477539e-06;1.0430950164794922e-06
12/04/2024_17:40:59;10;6.34503173828125e-06;1.0431217193603517e-06
12/04/2024_17:40:59;11;6.345040893554687e-06;1.0431202888488769e-06
12/04/2024_17:40:59;12;6.3450447082519535e-06;1.0431961059570312e-06
12/04/2024_17:40:59;13;6.345048904418946e-06;1.0432033538818358e-06
12/04/2024_17:40:59;14;6.345053482055664e-06;1.0432228088378907e-06
12/04/2024_17:40:59;15;6.345054244995117e-06;1.0432528495788574e-06
12/04/2024_17:40:59;16;6.345076370239258e-06;1.043249225616455e-06
12/04/2024_17:40:59;17;6.345078659057617e-06;1.0433071136474609e-06
12/04/2024_17:40:59;18;6.345055389404297e-06;1.043367099761963e-06
