30/04/2024_12:33:18;0;63.4333558;10.3882629
30/04/2024_12:33:18;1;63.4320182800293;10.379769325256348
30/04/2024_12:33:18;2;63.433349609375;10.388163566589355
30/04/2024_12:33:18;3;63.432743072509766;10.386253356933594
30/04/2024_12:33:18;4;63.43239212036133;10.38486385345459
30/04/2024_12:33:18;5;63.432071685791016;10.383170127868652
30/04/2024_12:33:18;6;63.43198776245117;10.382941246032715
30/04/2024_12:33:18;7;63.43189239501953;10.38215446472168
30/04/2024_12:33:18;8;63.431732177734375;10.381417274475098
30/04/2024_12:33:18;9;63.43168640136719;10.380620956420898
30/04/2024_12:33:18;10;63.431758880615234;10.38046932220459
30/04/2024_12:33:18;11;63.4317512512207;10.380249977111816
30/04/2024_12:33:18;12;63.431819915771484;10.380178451538086
30/04/2024_12:33:18;13;63.43191146850586;10.379781723022461
30/04/2024_12:33:18;14;63.4320182800293;10.379764556884766
