12/04/2024_13:10:37;0;6.34339599609375e-06;1.0364455223083495e-06
12/04/2024_13:10:37;1;6.343452072143554e-06;1.0391666412353516e-06
12/04/2024_13:10:37;2;6.343447875976562e-06;1.0391654014587402e-06
12/04/2024_13:10:37;3;6.343406677246094e-06;1.0390494346618653e-06
12/04/2024_13:10:37;4;6.343404769897461e-06;1.0390277862548827e-06
12/04/2024_13:10:37;5;6.343318939208984e-06;1.0387744903564453e-06
12/04/2024_13:10:37;6;6.343273544311523e-06;1.0386271476745605e-06
12/04/2024_13:10:37;7;6.343223190307617e-06;1.0384184837341308e-06
12/04/2024_13:10:37;8;6.343205261230468e-06;1.0383190155029298e-06
12/04/2024_13:10:37;9;6.343197631835938e-06;1.0382941246032714e-06
12/04/2024_13:10:37;10;6.343186569213867e-06;1.0382095336914063e-06
12/04/2024_13:10:37;11;6.343173217773438e-06;1.0381475448608397e-06
12/04/2024_13:10:37;12;6.343165588378906e-06;1.037965965270996e-06
12/04/2024_13:10:37;13;6.34317512512207e-06;1.0379664421081543e-06
12/04/2024_13:10:37;14;6.343178176879883e-06;1.0379278182983398e-06
12/04/2024_13:10:37;15;6.343183517456054e-06;1.0379228591918945e-06
12/04/2024_13:10:37;16;6.343182754516602e-06;1.0379029273986817e-06
12/04/2024_13:10:37;17;6.343190002441406e-06;1.0378697395324706e-06
12/04/2024_13:10:37;18;6.3431884765625e-06;1.0378217697143555e-06
12/04/2024_13:10:37;19;6.343193054199219e-06;1.0378028869628907e-06
12/04/2024_13:10:37;20;6.3431961059570315e-06;1.0377662658691407e-06
12/04/2024_13:10:37;21;6.3432090759277345e-06;1.0377601623535157e-06
12/04/2024_13:10:37;22;6.34321174621582e-06;1.0377497673034667e-06
12/04/2024_13:10:37;23;6.343203735351563e-06;1.0375141143798828e-06
12/04/2024_13:10:37;24;6.343208312988281e-06;1.0374149322509765e-06
12/04/2024_13:10:37;25;6.343219757080078e-06;1.0374130249023438e-06
12/04/2024_13:10:37;26;6.343220520019531e-06;1.0374069213867188e-06
12/04/2024_13:10:37;27;6.34323844909668e-06;1.0370707511901855e-06
12/04/2024_13:10:37;28;6.343254470825196e-06;1.0368351936340332e-06
12/04/2024_13:10:37;29;6.34326286315918e-06;1.0367897033691405e-06
12/04/2024_13:10:37;30;6.343396377563477e-06;1.036444854736328e-06
