14/05/2024_11:15:25;0;63.453951;10.3841374
14/05/2024_11:15:25;1;63.45051574707031;10.385186195373535
14/05/2024_11:15:25;2;63.45296859741211;10.384295463562012
14/05/2024_11:15:25;3;63.45267868041992;10.383517265319824
14/05/2024_11:15:25;4;63.45236587524414;10.383227348327637
14/05/2024_11:15:25;5;63.45231246948242;10.383094787597656
14/05/2024_11:15:25;6;63.4522705078125;10.383101463317871
14/05/2024_11:15:25;7;63.45225524902344;10.382983207702637
14/05/2024_11:15:25;8;63.452056884765625;10.3829345703125
14/05/2024_11:15:25;9;63.4520149230957;10.38280200958252
14/05/2024_11:15:25;10;63.45191192626953;10.382798194885254
14/05/2024_11:15:25;11;63.45188522338867;10.382742881774902
14/05/2024_11:15:25;12;63.451820373535156;10.381607055664062
14/05/2024_11:15:25;13;63.45178985595703;10.381591796875
14/05/2024_11:15:25;14;63.4517822265625;10.381372451782227
14/05/2024_11:15:25;15;63.451744079589844;10.381217956542969
14/05/2024_11:15:25;16;63.451438903808594;10.381267547607422
14/05/2024_11:15:25;17;63.451393127441406;10.381475448608398
14/05/2024_11:15:25;18;63.45134735107422;10.381502151489258
14/05/2024_11:15:25;19;63.450714111328125;10.38160514831543
14/05/2024_11:15:25;20;63.450469970703125;10.38172435760498
14/05/2024_11:15:25;21;63.450355529785156;10.381983757019043
14/05/2024_11:15:25;22;63.45029067993164;10.381994247436523
14/05/2024_11:15:25;23;63.45026779174805;10.382058143615723
14/05/2024_11:15:25;24;63.45024871826172;10.382182121276855
14/05/2024_11:15:25;25;63.450260162353516;10.382622718811035
14/05/2024_11:15:25;26;63.45010757446289;10.382647514343262
14/05/2024_11:15:25;27;63.45016860961914;10.384485244750977
14/05/2024_11:15:25;28;63.450523376464844;10.385171890258789
