24/04/2024_12:34:22;63.4367519;10.5026169
24/04/2024_12:34:26;63.4367331;10.5027806
24/04/2024_12:34:31;63.4367075;10.5030054
24/04/2024_12:34:35;63.4366799;10.5032289
24/04/2024_12:34:39;63.4366541;10.5034551
24/04/2024_12:34:44;63.436626;10.503678
24/04/2024_12:34:48;63.4365963;10.5039021
24/04/2024_12:34:52;63.4365685;10.5041251
24/04/2024_12:34:57;63.4365404;10.5043485
24/04/2024_12:35:01;63.4365153;10.5045555
24/04/2024_12:35:05;63.4364877;10.5047809
24/04/2024_12:35:09;63.4364609;10.5049879
24/04/2024_12:35:13;63.4364324;10.5052103
24/04/2024_12:35:17;63.436408;10.5054179
24/04/2024_12:35:22;63.4363931;10.5055799
24/04/2024_12:35:26;63.4363867;10.5055991
24/04/2024_12:35:31;63.4363775;10.5056028
24/04/2024_12:35:35;63.4363705;10.505608
24/04/2024_12:35:40;63.4363675;10.5056151
24/04/2024_12:35:44;63.4363169;10.5057038
24/04/2024_12:35:48;63.4362985;10.505733
24/04/2024_12:35:53;63.4362899;10.5057568
24/04/2024_12:35:57;63.436274;10.5058816
24/04/2024_12:36:01;63.4362681;10.505916
24/04/2024_12:36:06;63.4362589;10.5059582
24/04/2024_12:36:10;63.4362552;10.5059773
24/04/2024_12:36:14;63.4362583;10.5059835
