24/04/2024_12:10:18;63.4367921;10.5023997
24/04/2024_12:10:22;63.4367982;10.5025014
24/04/2024_12:10:26;63.4368079;10.5026433
24/04/2024_12:10:31;63.436806;10.5026722
24/04/2024_12:10:35;63.4367935;10.5026602
24/04/2024_12:10:39;63.4367844;10.5026193
24/04/2024_12:10:44;63.4367804;10.5025885
24/04/2024_12:10:48;63.4367758;10.5025597
24/04/2024_12:10:52;63.4367734;10.5025295
24/04/2024_12:10:57;63.4367723;10.5025085
24/04/2024_12:11:01;63.4367715;10.5024928
24/04/2024_12:11:05;63.4367714;10.5024818
24/04/2024_12:11:10;63.4367712;10.5024715
24/04/2024_12:11:14;63.4367704;10.5024609
24/04/2024_12:11:18;63.4367641;10.5024455
24/04/2024_12:11:22;63.4367603;10.5024271
24/04/2024_12:11:27;63.4367579;10.5024133
