30/04/2024_11:33:20;63.4354411;10.3951645
30/04/2024_11:33:23;63.4354357;10.3950586
30/04/2024_11:33:27;63.4353975;10.3948644
30/04/2024_11:33:31;63.4353599;10.3946572
30/04/2024_11:33:36;63.435324;10.394445
30/04/2024_11:33:40;63.4352908;10.3942443
30/04/2024_11:33:43;63.4352662;10.3940825
30/04/2024_11:33:47;63.4352638;10.3939472
30/04/2024_11:33:50;63.4352894;10.3938551
30/04/2024_11:33:54;63.4352494;10.3936678
30/04/2024_11:33:58;63.4352047;10.3934773
30/04/2024_11:34:03;63.4351578;10.3932783
30/04/2024_11:34:06;63.4351281;10.393132
30/04/2024_11:34:10;63.4351185;10.3929198
30/04/2024_11:34:14;63.435127;10.392724
30/04/2024_11:34:18;63.4352186;10.3926357
30/04/2024_11:34:22;63.4353108;10.3925748
30/04/2024_11:34:26;63.4354089;10.3925114
30/04/2024_11:34:30;63.4355063;10.392448
30/04/2024_11:34:35;63.4356041;10.3923834
30/04/2024_11:34:39;63.4357014;10.392319
30/04/2024_11:34:43;63.4358067;10.3922724
30/04/2024_11:34:48;63.4359084;10.3922546
30/04/2024_11:34:52;63.4360039;10.3922389
30/04/2024_11:34:56;63.4361052;10.3922226
30/04/2024_11:35:00;63.4362068;10.3922063
30/04/2024_11:35:04;63.4363023;10.392191
30/04/2024_11:35:08;63.4364035;10.3921748
30/04/2024_11:35:13;63.4365052;10.3921584
30/04/2024_11:35:17;63.4366064;10.3921422
30/04/2024_11:35:21;63.4367018;10.3921266
30/04/2024_11:35:24;63.4367723;10.3920354
30/04/2024_11:35:29;63.4368388;10.3918637
30/04/2024_11:35:33;63.4368941;10.3917163
30/04/2024_11:35:37;63.4368962;10.3917097
30/04/2024_11:35:40;63.436898;10.391705
