30/04/2024_11:45:30;0;63.4340765;10.391124
30/04/2024_11:45:30;1;63.436466217041016;10.392654418945312
30/04/2024_11:45:30;2;63.43429946899414;10.391088485717773
30/04/2024_11:45:30;3;63.43464279174805;10.391997337341309
30/04/2024_11:45:30;4;63.4348030090332;10.391990661621094
30/04/2024_11:45:30;5;63.434879302978516;10.392059326171875
30/04/2024_11:45:30;6;63.43505859375;10.392532348632812
30/04/2024_11:45:30;7;63.43549346923828;10.392461776733398
30/04/2024_11:45:30;8;63.43575668334961;10.392278671264648
30/04/2024_11:45:30;9;63.436248779296875;10.392199516296387
30/04/2024_11:45:30;10;63.43647384643555;10.392645835876465
