08/05/2024_14:57:39;0;63.4197215;10.3836414
08/05/2024_14:57:39;1;63.428192138671875;10.401633262634277
08/05/2024_14:57:39;2;63.420928955078125;10.381592750549316
08/05/2024_14:57:39;3;63.421958923339844;10.380228042602539
08/05/2024_14:57:39;4;63.42341232299805;10.378379821777344
08/05/2024_14:57:39;5;63.42457580566406;10.377099990844727
08/05/2024_14:57:39;6;63.4256706237793;10.3751220703125
08/05/2024_14:57:39;7;63.42599105834961;10.374422073364258
08/05/2024_14:57:39;8;63.42758560180664;10.372831344604492
08/05/2024_14:57:39;9;63.42864227294922;10.373879432678223
08/05/2024_14:57:39;10;63.42894744873047;10.374615669250488
08/05/2024_14:57:39;11;63.4285888671875;10.377803802490234
08/05/2024_14:57:39;12;63.42813491821289;10.380722045898438
08/05/2024_14:57:39;13;63.427833557128906;10.383105278015137
08/05/2024_14:57:39;14;63.42735290527344;10.384610176086426
08/05/2024_14:57:39;15;63.42623519897461;10.386441230773926
08/05/2024_14:57:39;16;63.42495346069336;10.389206886291504
08/05/2024_14:57:39;17;63.42428970336914;10.391932487487793
08/05/2024_14:57:39;18;63.424312591552734;10.39486312866211
08/05/2024_14:57:39;19;63.42451095581055;10.398209571838379
08/05/2024_14:57:39;20;63.42549133300781;10.40111255645752
08/05/2024_14:57:39;21;63.426490783691406;10.401033401489258
08/05/2024_14:57:39;22;63.42815399169922;10.401434898376465
08/05/2024_14:57:39;23;63.428199768066406;10.401627540588379
