24/04/2024_12:31:40;63.4363365;10.5056914
24/04/2024_12:31:45;63.436337;10.5056398
24/04/2024_12:31:49;63.4363424;10.5054155
24/04/2024_12:31:52;63.4363464;10.5052391
24/04/2024_12:31:57;63.4363734;10.5050181
24/04/2024_12:32:01;63.4364064;10.5047993
24/04/2024_12:32:05;63.4364269;10.5046641
24/04/2024_12:32:09;63.4364697;10.5043757
24/04/2024_12:32:14;63.4365009;10.5041545
24/04/2024_12:32:18;63.4365318;10.5039343
24/04/2024_12:32:22;63.4365609;10.5037297
24/04/2024_12:32:26;63.4365944;10.5035075
24/04/2024_12:32:30;63.4366242;10.5033043
24/04/2024_12:32:35;63.4366572;10.5030831
24/04/2024_12:32:38;63.4366928;10.5029281
24/04/2024_12:32:42;63.4367536;10.5027367
24/04/2024_12:32:47;63.4367933;10.5026084
24/04/2024_12:32:50;63.4367893;10.5026168
24/04/2024_12:32:54;63.436787;10.5026267
24/04/2024_12:32:58;63.4367863;10.5026255
24/04/2024_12:33:02;63.4367858;10.5026235
24/04/2024_12:33:07;63.4367852;10.5026229
24/04/2024_12:33:11;63.436785;10.5026228
24/04/2024_12:33:15;63.4367855;10.5026217
